6,-18598,1688453716632803
6,12669,1688453716741370
6,20566,1688453716851060
6,25520,1688453716961076
6,15385,1688453717071060
6,28752,1688453717181076
6,-3437,1688453717291064
6,29017,1688453717401386
6,9111,1688453717511064
6,11308,1688453717621064
6,11407,1688453717731060
6,-8584,1688453717841103
6,19364,1688453717951113
6,-3027,1688453718056722
6,-21305,1688453718171056
6,-21706,1688453718281397
6,4247,1688453718391092
6,24699,1688453718501052
6,-14603,1688453718611076
6,21237,1688453718721076
6,7917,1688453718831354
6,18417,1688453718941064
6,10560,1688453719051091
6,-31368,1688453719161064
6,26885,1688453719271056
6,3143,1688453719381076
6,22497,1688453719490045
6,1880,1688453719601354
6,24321,1688453719711366
6,-22056,1688453719821092
6,9920,1688453719931060
6,-4628,1688453720041062
6,30466,1688453720151052
6,-8767,1688453720261076
6,-32121,1688453720371060
6,22921,1688453720481358
6,10803,1688453720591076
6,5989,1688453720701060
6,16320,1688453720811076
6,22075,1688453720921072
