6,26000,1688453657892658
6,-22258,1688453658001064
6,32473,1688453658111060
6,6152,1688453658221401
6,-16180,1688453658331060
6,-1605,1688453658441072
6,-21679,1688453658551060
6,27154,1688453658661066
6,19641,1688453658771052
6,154,1688453658881370
6,-22666,1688453658991060
6,27814,1688453659101072
6,-25124,1688453659211072
6,-21208,1688453659321068
6,-29430,1688453659431072
6,-20682,1688453659541350
6,-8428,1688453659651060
6,-1151,1688453659761064
6,15685,1688453659871060
6,31835,1688453659981060
6,13134,1688453660091060
6,21572,1688453660201060
6,-20993,1688453660311064
6,15773,1688453660421064
6,14862,1688453660531064
6,-15427,1688453660641064
6,7351,1688453660751064
6,23717,1688453660861219
6,-17829,1688453660971060
6,3222,1688453661081358
6,30823,1688453661191095
6,-17988,1688453661301056
6,341,1688453661411068
6,32038,1688453661521366
6,-12956,1688453661631243
6,25426,1688453661741159
6,19911,1688453661851366
6,2781,1688453661961060
6,14581,1688453662071076
6,-21214,1688453662181072
6,4308,1688453662291052
6,29503,1688453662401068
6,19419,1688453662511366
6,-21651,1688453662621366
6,22780,1688453662731060
6,-22040,1688453662841060
6,-18216,1688453662951052
6,-1577,1688453663061064
6,4222,1688453663168493
6,-11599,1688453663281346
6,-3090,1688453663391064
6,-15115,1688453663501091
6,-30088,1688453663611076
6,12302,1688453663721076
6,32392,1688453663831361
6,19457,1688453663941350
6,-16714,1688453664051060
6,-25039,1688453664161052
6,-28621,1688453664271064
6,-22908,1688453664381056
6,5803,1688453664491060
6,-20536,1688453664599323
6,26991,1688453664711366
6,-6507,1688453664821362
6,-18258,1688453664931374
6,18012,1688453665041068
6,-1872,1688453665151072
6,8946,1688453665261362
6,25553,1688453665371095
6,3382,1688453665481068
6,-22460,1688453665591064
6,20406,1688453665701088
6,8262,1688453665811064
6,24865,1688453665921068
6,4952,1688453666026630
6,1464,1688453666141358
6,-5757,1688453666251068
6,-10289,1688453666361378
6,14583,1688453666471064
6,7978,1688453666581060
6,-15006,1688453666691072
6,-10227,1688453666800307
6,4973,1688453666911060
6,22555,1688453667021358
6,-11312,1688453667131064
6,21366,1688453667241064
6,-23310,1688453667351060
6,-5408,1688453667461068
6,28528,1688453667571366
6,13095,1688453667681060
6,-31038,1688453667791052
6,-24981,1688453667901390
6,32078,1688453668011358
6,-2481,1688453668121060
6,-23957,1688453668231072
6,-6673,1688453668341358
6,20843,1688453668451096
6,32679,1688453668561056
6,21630,1688453668671060
6,16546,1688453668781052
6,5715,1688453668891072
6,-31728,1688453669001108
6,-1001,1688453669111362
6,-10466,1688453669221064
6,-32105,1688453669331362
6,9940,1688453669441095
6,20715,1688453669551072
6,-7392,1688453669661072
6,-11679,1688453669771076
6,-23240,1688453669881354
6,-23115,1688453669991064
6,-24468,1688453670101088
6,-27306,1688453670211052
6,32386,1688453670321076
6,11367,1688453670431060
6,-29618,1688453670541358
6,916,1688453670651366
6,20359,1688453670761386
6,-15769,1688453670871064
6,-4806,1688453670981084
6,-12696,1688453671091072
6,11560,1688453671201068
6,-25641,1688453671311052
6,-19552,1688453671421370
6,-9564,1688453671531064
6,9909,1688453671641064
6,12622,1688453671751060
6,-2578,1688453671861052
6,-15193,1688453671971213
6,-14489,1688453672081095
6,16198,1688453672191064
6,-7447,1688453672301064
6,-865,1688453672411064
6,-12832,1688453672521064
6,-16943,1688453672631056
6,-6129,1688453672741056
6,14504,1688453672851056
6,-11727,1688453672961060
6,18994,1688453673071064
6,-30204,1688453673181064
6,-17563,1688453673291064
6,30141,1688453673401060
6,-15189,1688453673508429
6,20020,1688453673621374
6,-32713,1688453673731060
6,21391,1688453673841358
6,-11142,1688453673951068
6,16981,1688453674061068
6,-4933,1688453674171386
6,-20284,1688453674281060
6,3538,1688453674391358
6,6815,1688453674501092
6,-10044,1688453674611072
6,-14991,1688453674721358
6,28690,1688453674831134
6,13152,1688453674941109
6,-4521,1688453675047096
6,4931,1688453675161064
6,-212,1688453675271358
6,28492,1688453675381068
6,-19651,1688453675492421
6,32213,1688453675601064
6,-15348,1688453675711077
6,-10015,1688453675821377
6,-30745,1688453675931064
6,26656,1688453676041064
6,32118,1688453676151060
6,-14570,1688453676261052
6,20082,1688453676371068
6,23308,1688453676481068
6,-32381,1688453676591382
6,-29771,1688453676701370
6,6781,1688453676811382
6,-4952,1688453676921072
6,-32564,1688453677031068
6,8752,1688453677141064
6,-9792,1688453677246588
6,17904,1688453677361064
6,14558,1688453677471092
6,-16179,1688453677581052
6,-13204,1688453677691076
6,2293,1688453677801103
6,9993,1688453677911105
6,4296,1688453678021366
6,-27479,1688453678131350
6,27268,1688453678241056
6,10360,1688453678351091
6,9184,1688453678461072
6,6864,1688453678571072
6,3007,1688453678681378
6,8574,1688453678791064
6,-2673,1688453678901350
6,16477,1688453679011072
6,4650,1688453679121064
6,18186,1688453679231072
6,22815,1688453679341064
6,-7035,1688453679451366
6,-12737,1688453679561366
6,-4230,1688453679671092
6,17116,1688453679781350
6,-18131,1688453679891072
6,22611,1688453680001064
6,12400,1688453680111072
6,-14624,1688453680221076
6,2770,1688453680329503
6,-29667,1688453680441064
6,32680,1688453680551060
6,-15004,1688453680661076
