2,-17460,1688453657887031
2,23393,1688453658021064
2,-26593,1688453658131052
2,-10517,1688453658241068
2,27371,1688453658351101
2,-26868,1688453658461346
2,-23915,1688453658571139
2,6850,1688453658681544
2,28311,1688453658791052
2,-1223,1688453658901076
2,24240,1688453659011060
2,14634,1688453659120348
2,-1846,1688453659231064
2,14524,1688453659341796
2,21725,1688453659451064
2,-19661,1688453659561072
2,-1444,1688453659671060
2,-17768,1688453659781060
2,-29647,1688453659891060
2,-31696,1688453660001060
2,-25286,1688453660111060
2,18085,1688453660221060
2,-27554,1688453660331064
2,-15510,1688453660441064
2,-30664,1688453660551064
2,25106,1688453660661064
2,13861,1688453660771064
2,32198,1688453660881068
2,4734,1688453660991060
2,-30087,1688453661101068
2,-17937,1688453661211056
2,-12108,1688453661321090
2,-17848,1688453661431358
2,12298,1688453661541064
2,-3537,1688453661651048
2,-18813,1688453661759401
2,-27399,1688453661871076
2,-28709,1688453661981060
2,15840,1688453662091064
2,13913,1688453662201800
2,29013,1688453662311052
2,26338,1688453662421052
2,21143,1688453662531072
2,-5322,1688453662641072
2,30822,1688453662751060
2,31155,1688453662860624
2,8639,1688453662971370
2,-18712,1688453663081064
2,3968,1688453663191072
2,-24309,1688453663301072
2,-1305,1688453663411064
2,-4148,1688453663519582
2,6283,1688453663631366
2,16469,1688453663741064
2,-18156,1688453663851072
2,-15138,1688453663961076
2,-32469,1688453664071060
2,11031,1688453664181068
2,32114,1688453664291109
2,-32085,1688453664399578
2,21568,1688453664511362
2,8928,1688453664621064
2,21996,1688453664731068
2,-554,1688453664841068
2,-5001,1688453664951072
2,28234,1688453665061060
2,-1151,1688453665171540
2,-26939,1688453665281068
2,-21887,1688453665391056
2,-14269,1688453665501060
2,-7469,1688453665611064
2,-2671,1688453665719443
2,1335,1688453665829530
2,-16145,1688453665941362
2,28847,1688453666051064
2,7130,1688453666161072
2,18978,1688453666271060
2,19234,1688453666381072
2,-19258,1688453666489317
2,-13791,1688453666601060
2,2765,1688453666711064
2,26147,1688453666821064
2,-25831,1688453666931060
2,-31248,1688453667041068
2,18656,1688453667151105
2,25476,1688453667259317
2,26356,1688453667371792
2,-7837,1688453667481374
2,8937,1688453667591068
2,23548,1688453667701295
2,16805,1688453667811052
2,-19611,1688453667921072
2,-1369,1688453668031068
2,8654,1688453668141060
2,14218,1688453668251800
2,-18249,1688453668361068
2,-18703,1688453668471061
2,15707,1688453668581056
2,20879,1688453668691060
2,10201,1688453668800658
2,-19605,1688453668911354
2,-31280,1688453669021836
2,22833,1688453669131076
2,-2749,1688453669242050
2,-5845,1688453669351076
2,-26294,1688453669461056
2,5196,1688453669571354
2,11549,1688453669681060
2,17260,1688453669791064
2,19321,1688453669901072
2,32146,1688453670011064
2,-15945,1688453670121052
2,24721,1688453670231057
2,32371,1688453670341374
2,-10390,1688453670451386
2,10471,1688453670561068
2,18390,1688453670671072
2,-15209,1688453670781068
2,-25820,1688453670891064
2,-27377,1688453670999400
2,23171,1688453671111064
2,26314,1688453671221532
2,-28469,1688453671331052
2,19010,1688453671441072
2,15382,1688453671551064
2,31050,1688453671659603
2,-24742,1688453671771060
2,1866,1688453671881354
2,-15116,1688453671991084
2,16855,1688453672101064
2,-10522,1688453672211064
2,24646,1688453672321064
2,18693,1688453672431064
2,-29316,1688453672541064
2,-16948,1688453672651060
2,-10608,1688453672761056
2,-23918,1688453672871056
2,-20098,1688453672981060
2,-13775,1688453673091115
2,1728,1688453673201435
2,-14005,1688453673311350
2,21129,1688453673421370
2,-31388,1688453673531286
2,-7933,1688453673641072
2,-29384,1688453673751060
2,-8425,1688453673861072
2,-7849,1688453673972166
2,-12347,1688453674081358
2,3250,1688453674191064
2,-6799,1688453674301060
2,479,1688453674411068
2,14899,1688453674522200
2,18684,1688453674631358
2,-4522,1688453674741072
2,-32615,1688453674851078
2,22767,1688453674961064
2,-25881,1688453675071068
2,27772,1688453675181064
2,-21887,1688453675291072
2,-8453,1688453675399313
2,-28612,1688453675511060
2,25925,1688453675621064
2,-222,1688453675731060
2,26446,1688453675841072
2,-31569,1688453675951064
2,-8028,1688453676061064
2,12514,1688453676171102
2,-7071,1688453676279570
2,-27977,1688453676391385
2,23286,1688453676501060
2,10546,1688453676611072
2,11777,1688453676721072
2,-1910,1688453676831068
2,-8321,1688453676941064
2,28340,1688453677051354
2,-27978,1688453677161064
2,13088,1688453677271072
2,3986,1688453677381064
2,10253,1688453677491052
2,19508,1688453677601052
2,-9518,1688453677711350
2,-31946,1688453677821366
2,-5136,1688453677931399
2,-6583,1688453678041072
2,5373,1688453678151076
2,-19412,1688453678261056
2,-13396,1688453678371056
2,-27674,1688453678481350
2,-25471,1688453678591056
2,5428,1688453678701060
2,-31577,1688453678811064
2,-10914,1688453678921076
2,-13698,1688453679031366
2,-16071,1688453679141080
2,1646,1688453679251350
2,-23935,1688453679361540
2,4491,1688453679471072
2,-8566,1688453679581076
2,-30741,1688453679691052
2,5978,1688453679801076
2,-10148,1688453679912596
2,29242,1688453680021064
2,-18461,1688453680131060
2,18183,1688453680239582
2,-18397,1688453680351060
2,-11985,1688453680461064
2,-26014,1688453680571060
2,22071,1688453680681064
2,-29824,1688453680791370
2,-19295,1688453680901064
2,17747,1688453681011072
2,25665,1688453681121076
2,-6695,1688453681231076
2,-1154,1688453681342575
2,7493,1688453681451064
2,-7171,1688453681561536
2,31563,1688453681671064
2,-22092,1688453681781072
2,29405,1688453681889309
2,26893,1688453682001536
2,-26949,1688453682111076
2,21288,1688453682221333
2,22679,1688453682331060
2,22370,1688453682441416
2,-13077,1688453682551060
2,2351,1688453682661076
2,-9952,1688453682771064
2,-19430,1688453682881060
2,23339,1688453682991350
2,-3667,1688453683101064
2,11289,1688453683211072
2,-28000,1688453683321072
2,27374,1688453683431064
2,-7513,1688453683541060
2,2462,1688453683651060
2,-585,1688453683761366
2,19120,1688453683871392
2,672,1688453683981052
2,29009,1688453684091076
2,-4274,1688453684201378
2,-22332,1688453684311060
2,-5946,1688453684421064
2,-15850,1688453684531883
2,24408,1688453684641064
2,4343,1688453684751056
2,-2284,1688453684861060
2,-4754,1688453684971056
2,9784,1688453685082041
2,-7719,1688453685191354
2,92,1688453685301064
2,16697,1688453685411068
2,23143,1688453685521068
2,-10914,1688453685631072
2,1274,1688453685739578
2,-4927,1688453685849400
2,21952,1688453685961064
2,-2432,1688453686071796
2,10727,1688453686181052
2,-12976,1688453686291068
2,-3237,1688453686401064
2,-18511,1688453686511052
2,-20049,1688453686619570
2,32491,1688453686731165
2,-18760,1688453686841354
2,-28887,1688453686951052
2,2426,1688453687061072
2,13830,1688453687171064
2,16206,1688453687281064
2,18625,1688453687391354
2,18016,1688453687501068
2,16020,1688453687611064
2,21757,1688453687721072
2,-26799,1688453687831064
2,-4350,1688453687941060
2,1598,1688453688051619
2,9935,1688453688161354
2,21263,1688453688271796
2,20139,1688453688381068
2,25826,1688453688491064
2,-17662,1688453688601068
2,24595,1688453688711056
2,-12800,1688453688821060
2,21796,1688453688931064
2,28970,1688453689041064
2,26843,1688453689151068
2,24102,1688453689261064
2,30032,1688453689371072
2,-18441,1688453689481060
2,26348,1688453689591370
2,-32616,1688453689701354
2,-3878,1688453689811583
2,14856,1688453689921060
2,-26056,1688453690031072
2,19347,1688453690141068
2,8649,1688453690251064
2,-18971,1688453690361370
2,12517,1688453690471060
2,-11214,1688453690581064
2,-14701,1688453690691072
2,-32266,1688453690801060
2,14977,1688453690911068
2,-25240,1688453691021370
2,-29084,1688453691131401
2,-26615,1688453691241800
2,-15228,1688453691351088
2,18503,1688453691461060
2,21982,1688453691571072
2,9235,1688453691681056
2,32736,1688453691791056
2,-9574,1688453691901056
2,-19246,1688453692011056
2,6295,1688453692121056
2,-18772,1688453692231056
2,14494,168845
2,19590,1688453692451084
2,2668,1688453692561099
2,-8249,1688453692671056
2,1688,1688453692781068
2,-20484,1688453692891072
2,25234,1688453692999582
2,17118,1688453693111060
2,-23288,1688453693221064
2,-10281,1688453693331362
2,-30418,1688453693441064
2,3603,1688453693551072
2,4171,1688453693661064
